CVE_ART,DESCR,LIN_PROD,CON_SERIE,UNI_MED,UNI_EMP,CTRL_ALM,TIEM_SURT,STOCK_MIN,STOCK_MAX,TIP_COSTEO,NUM_MON,FCH_ULTCOM,COMP_X_REC,FCH_ULTVTA,PEND_SURT,EXIST,COSTO_PROM,ULT_COSTO,CVE_OBS,TIPO_ELE,UNI_ALT,FAC_CONV,APART,CON_LOTE,CON_PEDIMENTO,PESO,VOLUMEN,CVE_ESQIMPU,CVE_BITA,VTAS_ANL_C,VTAS_ANL_M,COMP_ANL_C,COMP_ANL_M,PREFIJO,TALLA,COLOR,CUENT_CONT,CVE_IMAGEN,BLK_CST_EXT,STATUS,MAN_IEPS,APL_MAN_IMP,CUOTA_IEPS,APL_MAN_IEPS,UUID,VERSION_SINC,VERSION_SINC_FECHA_IMG,CVE_PRODSERV,CVE_UNIDAD,EDO_PUBL_ML,CVE_PUBL_ML,CONDICION_ML,TIPO_PUBL_ML,MODO_ENVIO_ML,LARGO_ML,ALTO_ML,ANCHO_ML,ENVIO_ML,CATEG_ML,CAMPOS_CATEG_ML,DISPONIBLE_PUBL,CVE_CATE_ML,LAST_UPDATE_ML,F_CREA_ML,IMAGEN_ML
JGOLLAV3-8,"JUEGO DE LLAVES DE VASO DE 3/8"" 61 PZAS",LLAVE,N,PZ,1,P2-ANA-01,15,0,0,E,1,,15,,0,0,0,0,0,P,PZ,1,0,N,N,0,0,1,,0,0,0,0,,,,,JGOLLAV3-8,N,A,N,1,0,C,4616384C-0D53-4462-9E1A-EDFFEA4AAFEA,2020-06-19 13:36:01,2020-06-19 13:36:00,46171505,H87,,,,,,,,,,,,,,,,
JGOLLAVHEX,JUEGO DE LLAVES HEXAGONALES PUNTA BOLA,LLAVE,N,PZ,1,P2-ANA-03,15,0,0,E,1,,0,,0,0,0,0,0,P,PZ,1,0,N,N,0,0,1,,0,0,0,0,,,,,JGOLLAVHEX,N,A,N,1,0,C,6CBB64B3-BCB2-4349-90CB-8618B50E53DD,2020-06-19 13:37:01,2020-06-19 13:37:00,46171505,H87,,,,,,,,,,,,,,,,
JGOVBIH,"JUEGO DE VASOS 1/4"" BIHEXAGONALES",LLAVE,N,PZ,1,P2-ANA-03,15,0,0,E,1,,0,,0,0,0,0,0,P,PZ,1,0,N,N,0,0,1,,0,0,0,0,,,,,JGOVBIH,N,A,N,1,0,C,746593AB-9C3F-426A-91BB-AAAB051CE903,2020-06-19 13:37:37,2020-06-19 13:37:36,46171505,H87,,,,,,,,,,,,,,,,
LIJBANASP31E,LIJADORA DE BANDA CON ASPIRADOR 1.200W,SERYS,N,PZ,1,P1-ANA-03,15,0,0,E,1,,0,,0,0,0,0,0,P,PZ,1,0,N,N,0,0,1,,0,0,0,0,,,,,LIJBANASP31E,N,A,N,1,0,C,81658466-A92C-4A93-9E19-F8CDD777AF7C,2020-06-19 13:37:50,2020-06-19 13:37:49,23101509,H87,,,,,,,,,,,,,,,,
LIJROT400W,LIJADORA ROTORBITAL 400W 150 mm,LIJAS,N,PZ,1,P2-ANA-01,15,0,0,E,1,,0,,0,0,0,0,0,P,PZ,1,0,N,N,0,0,1,,0,0,0,0,,,,,LIJROT400W,N,A,N,1,0,C,ED49895B-D37E-496C-B995-E6EF67930EE0,2020-06-19 13:38:05,2020-06-19 13:38:04,23101509,H87,,,,,,,,,,,,,,,,
LIMPIAVID,LIMPIA VIDRIOS,LIMP,N,PZ,1,P2-ANA-03,15,0,0,E,1,,0,,0,0,0,0,0,P,PZ,1,0,N,N,0,0,1,,0,0,0,0,,,,,LIMPIAVID,N,A,N,1,0,C,330890BB-DEA1-4D4B-B93B-9D947E370A10,2020-06-19 16:22:18,2020-06-19 16:22:16,47131824,H87,,,,,,,,,,,,,,,,
PALETALLANA,LLANA 300 MM x 150MM INOX,CONST,N,PZ,1,P2-ANA-03,15,0,0,E,1,,0,,0,0,0,0,0,P,PZ,1,0,N,N,0,0,1,,0,0,0,0,,,,,PALETALLANA,N,A,N,1,0,C,DF744EE7-2C3F-4090-A4DE-371E423374DA,2020-06-19 16:26:55,2020-06-19 16:26:53,27112202,H87,,,,,,,,,,,,,,,,
LLAVECARR26,"LLAVE DE CARRACA REVER. 1/2"" 26 mm.",LLAVE,N,PZ,1,P2-ANA-03,15,0,0,E,1,,0,,0,0,0,0,0,P,PZ,1,0,N,N,0,0,1,,0,0,0,0,,,,,LLAVECARR26,N,A,N,1,0,C,EEC2F62F-9440-419F-AF89-2478B1648C81,2020-06-19 13:39:06,2020-06-19 13:39:05,46171505,H87,,,,,,,,,,,,,,,,
LLAVECARR150,"LLAVE DE CARRACA REVER. 1/4"" 150 mm.",LLAVE,N,PZ,1,P1-ANA-03,15,0,0,E,1,,0,,0,0,0,0,0,P,PZ,1,0,N,N,0,0,1,,0,0,0,0,,,,,LLAVECARR150,N,A,N,1,0,C,BABE5FD7-5CAD-4827-8EA5-160CB2F449D6,2020-06-19 13:38:39,2020-06-19 13:38:37,46171505,H87,,,,,,,,,,,,,,,,
LLAVECARR205,"LLAVE DE CARRACA REVER. 3/8"" 205 mm.",LLAVE,N,PZ,1,P2-ANA-01,15,0,0,E,1,,0,,0,0,0,0,0,P,PZ,1,0,N,N,0,0,1,,0,0,0,0,,,,,LLAVECARR205,N,A,N,1,0,C,2D430DF5-A3DD-4B37-BF37-0C294A2E86E9,2020-06-19 13:38:53,2020-06-19 13:38:51,46171505,H87,,,,,,,,,,,,,,,,
LLAVECARRA,LLAVE DE CARRACA REVERSIBLE 72 DIENTES,LLAVE,N,PZ,1,P1-ANA-03,15,0,0,E,1,,0,,0,0,0,0,0,P,PZ,1,0,N,N,0,0,1,,0,0,0,0,,,,,LLAVECARRA,N,A,N,1,0,C,F4F6182C-685F-495D-A4CA-C532DE09E4F7,2020-06-19 13:39:21,2020-06-19 13:39:20,46171505,H87,,,,,,,,,,,,,,,,
LLAVESTIL250,LLAVE STILLSON 250 MM,LLAVE,N,PZ,1,P1-ANA-03,15,0,0,E,1,,0,,0,0,0,0,0,P,PZ,1,0,N,N,0,0,1,,0,0,0,0,,,,,LLAVESTIL250,N,A,N,1,0,C,BFFEB007-07C2-4789-850E-EC05F93E4031,2020-06-19 13:40:04,2020-06-19 13:40:03,46171505,H87,,,,,,,,,,,,,,,,
LLAVESTIL300,LLAVE STILLSON 300 MM,LLAVE,N,PZ,1,P2-ANA-01,15,0,0,E,1,,0,,0,0,0,0,0,P,PZ,1,0,N,N,0,0,1,,0,0,0,0,,,,,LLAVESTIL300,N,A,N,1,0,C,3DB37AC8-0727-4939-B98F-29996EA19D79,2020-06-19 13:40:18,2020-06-19 13:40:17,46171505,H87,,,,,,,,,,,,,,,,
LLAVESTIL350,LLAVE STILLSON 350 MM,LLAVE,N,PZ,1,P2-ANA-03,15,0,0,E,1,,0,,0,0,0,0,0,P,PZ,1,0,N,N,0,0,1,,0,0,0,0,,,,,LLAVESTIL350,N,A,N,1,0,C,4F78AFA6-3591-4CF9-974D-BA6091D41BA9,2020-06-19 13:40:31,2020-06-19 13:40:30,46171505,H87,,,,,,,,,,,,,,,,
LLAVESTIL450,LLAVE STILLSON 450 MM,LLAVE,N,PZ,1,P1-ANA-03,15,0,0,E,1,,0,,0,0,0,0,0,P,PZ,1,0,N,N,0,0,1,,0,0,0,0,,,,,LLAVESTIL450,N,A,N,1,0,C,4AD28332-B74D-4BB7-93F3-6570BA260D19,2020-06-19 13:41:07,2020-06-19 13:41:06,46171505,H87,,,,,,,,,,,,,,,,
MACETA,MACETA PESO 1000GR,CONST,N,PZ,1,P2-ANA-01,15,0,0,E,1,,0,,0,0,0,0,0,P,PZ,1,0,N,N,0,0,1,,0,0,0,0,,,,,,N,A,N,1,0,C,DE4BE434-EDCF-4C83-80BA-FD993F748A86,2020-06-19 12:40:39,,56101609,H87,,,,,,,,,,,,,,,,
POMO,MANIJA,MANIJ,N,PZ,1,P2-ANA-01,15,0,0,E,1,,0,,0,0,0,0,0,P,PZ,1,0,N,N,0,0,1,,0,0,0,0,,,,,POMO,N,A,N,1,0,C,4C6929DE-5ABD-438B-AB41-C9EA91DCA901,2020-06-19 13:44:32,2020-06-19 13:44:31,30171500,H87,,,,,,,,,,,,,,,,
MANILLAPCP,MANILLA CON PLACA SOLID MOD.PRAGA,CERYH,N,PZ,1,P2-ANA-01,15,0,0,E,1,,0,,0,0,0,0,0,P,PZ,1,0,N,N,0,0,1,,0,0,0,0,,,,,MANILLAPCP,N,A,N,1,0,C,C65884EC-4276-4F6D-B9ED-CDC3A0292CEE,2020-06-19 13:41:33,2020-06-19 13:41:31,30171500,H87,,,,,,,,,,,,,,,,
MANILLAINO,MANILLA INOXIDABLE,CERYH,N,PZ,1,P1-ANA-03,15,0,0,E,1,,0,,0,0,0,0,0,P,PZ,1,0,N,N,0,0,1,,0,0,0,0,,,,,MANILLAINO,N,A,N,1,0,C,AC7506D1-EC2B-439F-9BD3-876F68EED9F1,2020-06-19 13:41:20,2020-06-19 13:41:19,30171500,H87,,,,,,,,,,,,,,,,
MARTCARPI,MARTILLO CARPINTERO 670GR.,CONST,N,PZ,1,P1-ANA-03,15,0,0,E,1,,0,,0,0,0,0,0,P,PZ,1,0,N,N,0,0,1,,0,0,0,0,,,,,MARTCARPI,N,A,N,1,0,C,38D7C283-4B9B-45FD-B1D8-9D99659EF239,2020-06-19 13:41:57,2020-06-19 13:41:55,27111602,H87,,,,,,,,,,,,,,,,
MARTCOMB,MARTILLO COMBINADO 750W 3900IMPXMIN,MAREL,N,PZ,1,P2-ANA-01,15,0,0,E,1,,0,,0,0,0,0,0,P,PZ,1,0,N,N,0,0,1,,0,0,0,0,,,,,MARTCOMB,N,A,N,1,0,C,072A3701-079C-4ACE-ACFE-8DD619A32B24,2020-06-19 13:42:08,2020-06-19 13:42:07,27111602,H87,,,,,,,,,,,,,,,,
MARTLIG2P,MARTILLO LIGERO 2 POSICIONES 4500IMPXMIN,MAREL,N,PZ,1,P2-ANA-03,15,0,0,E,1,,0,,0,0,0,0,0,P,PZ,1,0,N,N,0,0,1,,0,0,0,0,,,,,MARTLIG2P,N,A,N,1,0,C,891832CE-F960-4C4C-A0AE-C5A8669AE76C,2020-06-19 13:42:20,2020-06-19 13:42:19,27111602,H87,,,,,,,,,,,,,,,,
MARMECBOL,MARTILLO MEC. DE BOLA 80x25MM Peso 240GR,CONST,N,PZ,1,P2-ANA-03,15,0,0,E,1,,0,,0,0,0,0,0,P,PZ,1,0,N,N,0,0,1,,0,0,0,0,,,,,MARMECBOL,N,A,N,1,0,C,CDEAC816-F14B-437C-BA69-C517AAFD4EF4,2020-06-19 13:41:44,2020-06-19 13:41:43,27111602,H87,,,,,,,,,,,,,,,,
MARTPERFGBH4,MARTILLO PERFORADOR  1.100W,MAREL,N,PZ,1,P1-ANA-03,15,0,0,E,1,,0,,0,0,0,0,0,P,PZ,1,0,N,N,0,0,1,,0,0,0,0,,,,,MARTPERFGBH4,N,A,N,1,0,C,9DDDA98E-C017-4F3C-95D9-D0CA90A54E96,2020-06-19 13:42:41,2020-06-19 13:42:40,27111602,H87,,,,,,,,,,,,,,,,
MARTPICGH5E,MARTILLO PICADOR 1.110W 3000IMPXMIN,ATOYT,N,PZ,1,P2-ANA-01,15,0,0,E,1,,0,,0,0,0,0,0,P,PZ,1,0,N,N,0,0,1,,0,0,0,0,,,,,MARTPICGH5E,N,A,N,1,0,C,799E4F4D-D817-478D-BFF6-247655E4F50C,2020-06-19 13:42:53,2020-06-19 13:42:52,27111602,H87,,,,,,,,,,,,,,,,
MAZAGOMA,MAZA DE GOMA 250GR. DIAM. 5.5,CONST,N,PZ,1,P2-ANA-03,15,0,0,E,1,,0,,0,0,0,0,0,P,PZ,1,0,N,N,0,0,1,,0,0,0,0,,,,,MAZAGOMA,N,A,S,1,1,C,FB1A3D0A-CBC5-46FC-950F-ABD1A7C5632C,2020-06-19 16:24:55,2020-06-19 16:24:53,31201603,H87,,,,,,,,,,,,,,,,
MESATRONZ,MESA TRONZADORA MOTOR DE 2.200W,CORTA,N,PZ,1,P1-ANA-03,15,0,0,E,1,,0,,0,0,0,0,0,P,PZ,1,0,N,N,0,0,1,,0,0,0,0,,,,,MESATRONZ,N,A,N,1,0,C,77ACD0E6-0CEC-4C20-BD79-E5D309EAC3FA,2020-06-19 14:16:03,2020-06-19 14:16:02,23152200,H87,,,,,,,,,,,,,,,,
MOSTRA2E,MOSTRADOR 2 ESTANTES CAP. 350KG,PROD,N,PZ,1,P2-ANA-01,15,0,0,E,1,,0,,0,0,0,0,0,P,PZ,1,0,N,N,0,0,1,,0,0,0,0,,,,,,N,A,N,1,0,C,535D21CD-ADC6-42F0-9C8F-AE39D7019987,2020-06-19 12:40:39,,56111906,H87,,,,,,,,,,,,,,,,
MOSTRA5A,MOSTRADOR 5 ESTANTES CAP. 500KG,PROD,N,PZ,1,P2-ANA-03,15,0,0,E,1,,0,,0,0,0,0,0,P,PZ,1,0,N,N,0,0,1,,0,0,0,0,,,,,,N,A,N,1,0,C,85FDA36F-3DA0-4250-9A6C-AC1B0B1DD23E,2020-06-19 12:40:39,,56111906,H87,,,,,,,,,,,,,,,,
PALACUADR,PALA CUADRADA MANGO MANILA,CONST,N,PZ,1,P2-ANA-01,15,0,0,E,1,,0,,0,0,0,0,0,P,PZ,1,0,N,N,0,0,1,,0,0,0,0,,,,,PALACUADR,N,A,N,1,0,C,3407DC17-513A-438E-A6B5-5F8D2C8EEE9A,2020-06-19 14:13:58,2020-06-19 14:13:57,25181709,H87,,,,,,,,,,,,,,,,
PALAPCMV,PALA DE PIE CON MANGO VERTICAL,LIMP,N,PZ,1,P2-ANA-03,15,0,0,E,1,,0,,0,0,0,0,0,P,PZ,1,0,N,N,0,0,1,,0,0,0,0,,,,,PALAPCMV,N,A,N,1,0,C,F258D991-9D5F-4B9A-9D94-C22889DA5A5B,2020-06-19 14:02:59,2020-06-19 14:02:58,25181709,H87,,,,,,,,,,,,,,,,
PALAPUNTA,PALA PUNTA MANGO MANILLA,CONST,N,PZ,1,P2-ANA-01,15,0,0,E,1,,0,,0,0,0,0,0,P,PZ,1,0,N,N,0,0,1,,0,0,0,0,,,,,PALAPUNTA,N,A,N,1,0,C,D75C5995-8113-4FA0-AFE1-050442C495AF,2020-06-19 14:06:42,2020-06-19 14:06:40,25181709,H87,,,,,,,,,,,,,,,,
PALETAMADA,"PALETA ""ALBAÑIL"" TAMAÑO A",CONST,N,PZ,1,P1-ANA-03,15,0,0,E,1,,0,,0,0,0,0,0,P,PZ,1,0,N,N,0,0,1,,0,0,0,0,,,,,PALETAMADA,N,A,N,1,0,C,0FB1E9C1-37E2-46D1-878D-96470E2E59BA,2020-06-19 16:16:12,2020-06-19 16:16:11,60121231,H87,,,,,,,,,,,,,,,,
PALETAMADF,"PALETA ""MADRID"" TAMAÑO F",CONST,N,PZ,1,P2-ANA-01,15,0,0,E,1,,0,,0,0,0,0,0,P,PZ,1,0,N,N,0,0,1,,0,0,0,0,,,,,PALETAMADF,N,A,N,1,0,C,926110E0-5817-4872-AEA5-BC9FE9300046,2020-06-19 16:19:24,2020-06-19 16:19:22,60121231,H87,,,,,,,,,,,,,,,,
PALETAMADPR,PALETÍN FORJADO PUNTA REDONDA 135x60MM,CONST,N,PZ,1,P2-ANA-03,15,0,0,E,1,,0,,0,0,0,0,0,P,PZ,1,0,N,N,0,0,1,,0,0,0,0,,,,,PALETAMADPR,N,A,N,1,0,C,4C6BBB29-1A43-4833-817F-7A7B7BE2B68A,2020-06-19 16:10:27,2020-06-19 16:10:20,60121231,H87,,,,,,,,,,,,,,,,
PAÑOMED,PAÑO PARA ACOND. SUPERDICIE MEDIANO,PAÑOS,N,PZ,1,P2-ANA-01,15,0,0,E,1,,0,,0,0,0,0,0,P,PZ,1,0,N,N,0,0,1,,0,0,0,0,,,,,PAÑOMED,N,A,N,1,0,C,4F09772D-79BD-4144-98EB-91B531F87F0A,2020-06-19 15:44:34,2020-06-19 15:44:33,31211901,H87,,,,,,,,,,,,,,,,
PAÑOUFIN,PAÑO ULTRAFINO PARA ACOND. SUPERFICIE,PAÑOS,N,PZ,1,P2-ANA-03,15,0,0,E,1,,0,,0,0,0,0,0,P,PZ,1,0,N,N,0,0,1,,0,0,0,0,,,,,PAÑOUFIN,N,A,N,1,0,C,AF23E25E-9CD1-4826-BC27-CD6D99B38C4B,2020-06-19 13:58:07,2020-06-19 13:58:06,31211901,H87,,,,,,,,,,,,,,,,
PALETAPEINE,PEINE MANGO DE MADERA6x6 de 28 CM,CONST,N,PZ,1,P1-ANA-03,15,0,0,E,1,,0,,0,0,0,0,0,P,PZ,1,0,N,N,0,0,1,,0,0,0,0,,,,,PALETAPEINE,N,A,N,1,0,C,8FDD5917-62CE-48F8-BB18-E8718DF29EB1,2020-06-19 16:14:07,2020-06-19 16:14:05,60121231,H87,,,,,,,,,,,,,,,,
PELACABLES,PELACABLES 160MM,PINZA,N,PZ,1,P1-ANA-03,15,0,0,E,1,,0,,0,0,0,0,0,P,PZ,1,0,N,N,0,0,1,,0,0,0,0,,,,,PELACABLES,N,A,N,1,0,C,AC1E281E-B525-4C19-BC0C-2DFC674F825F,2020-06-19 13:44:14,2020-06-19 13:44:13,27112151,H87,,,,,,,,,,,,,,,,
PTA52.5X25,PUERTA 52.5X25,PROD,N,PZ,1,P2-ANA-03,15,0,0,E,1,,0,,0,0,0,0,0,P,PZ,1,0,N,N,0,0,1,,0,0,0,0,,,,,,N,A,N,1,0,C,509A7D3A-67A5-4EFE-AB79-837C2C36713C,2020-06-19 12:40:39,,30171500,H87,,,,,,,,,,,,,,,,
PTA70X25,PUERTA 70X25,PROD,N,PZ,1,P1-ANA-03,15,0,0,E,1,,0,,0,0,0,0,0,P,PZ,1,0,N,N,0,0,1,,0,0,0,0,,,,,,N,A,N,1,0,C,6EED64DB-6187-4AD0-A245-70FF0F3AFFAF,2020-06-19 12:40:39,,30171500,H87,,,,,,,,,,,,,,,,
SERRUCHO,SERRUCHO CARPINTERO DIENTE TEMPLADO,SERYS,N,PZ,1,P2-ANA-03,15,0,0,E,1,,0,,0,0,0,0,0,P,PZ,1,0,N,N,0,0,1,,0,0,0,0,,,,,SERRUCHO,N,A,N,1,0,C,DDCE0986-AE2A-44F5-9BCB-3897CAD57F9B,2020-06-19 13:44:51,2020-06-19 13:44:50,23231400,H87,,,,,,,,,,,,,,,,
SIERCIRGSK,SIERRA CIRCULAR 14.4V. 65MM.,SERYS,N,PZ,1,P2-ANA-03,15,0,0,E,1,,0,,0,0,0,0,0,P,PZ,1,0,N,N,0,0,1,,0,0,0,0,,,,,SIERCIRGSK,N,A,N,1,0,C,59567FF3-C19C-4EA6-89AD-0298AB224AD2,2020-06-19 15:57:56,2020-06-19 15:57:54,27111508,H87,,,,,,,,,,,,,,,,
SIERCALGST75,SIERRA DE CALAR 650W. PENDULAR EN 4 POS.,SERYS,N,PZ,1,P2-ANA-01,15,0,0,E,1,,0,,0,0,0,0,0,P,PZ,1,0,N,N,0,0,1,,0,0,0,0,,,,,SIERCALGST75,N,A,N,1,0,C,BBAA31A0-A28F-444C-90BB-EF416EBE4A16,2020-06-19 13:45:02,2020-06-19 13:45:01,27111508,H87,,,,,,,,,,,,,,,,
SIERSCGST14,SIERRA DE CALAR SIN CABLE,SERYS,N,PZ,1,P1-ANA-03,15,0,0,E,1,,0,,0,0,0,0,0,P,PZ,1,0,N,N,0,0,1,,0,0,0,0,,,,,SIERSCGST14,N,A,N,1,0,C,B478DCD1-1486-471A-B483-B8433022F97C,2020-06-19 16:04:06,2020-06-19 16:04:01,27111508,H87,,,,,,,,,,,,,,,,
SOLATMG63,SOLDADOR ATMOSFÉRICO P/BOTELLA 500 B-17,SOLDA,N,PZ,1,P2-ANA-01,15,0,0,E,1,2020-05-25 00:00:00,0,2019-12-23 00:00:00,0,4,3082.75,3082.75,0,P,PZ,1,0,N,N,0,0,1,,0,0,0,0,,,,,SOLATMG63,N,A,N,1,0,C,2699E36A-D4E9-4C88-94FB-EAB9C5130F80,2020-06-22 10:25:59,2020-06-19 14:12:31,23271400,H87,,,,,,,,,,,,,,,,
SOPPIS500,SOPLETE PISTOLA P/BOMBONA DE 500MG,SOLDA,N,PZ,1,P2-ANA-03,15,0,0,E,1,,0,,0,0,0,0,0,P,PZ,1,0,N,N,0,0,1,,0,0,0,0,,,,,SOPPIS500,N,A,N,1,0,C,7A1A555A-E8DF-486E-9D4C-B5F14399E9DB,2020-06-19 14:04:58,2020-06-19 14:04:57,23271701,H87,,,,,,,,,,,,,,,,
T230RPM,"TALADRO 230W 4500RPM 3,5MM",ATOYT,N,PZ,1,P1-ANA-03,15,0,0,E,1,,0,,0,0,0,0,0,P,PZ,1,0,N,N,0,0,1,,0,0,0,0,,,,,T230RPM,N,A,N,1,0,C,3D328893-F3C0-46BF-B68A-0F7D75005235,2020-06-19 13:47:22,2020-06-19 13:47:21,23101502,H87,,,,,,,,,,,,,,,,
TALCOLU,TALADRO DE COLUMNA 800W  MAX.25MM,ATOYT,N,PZ,1,P2-ANA-01,15,0,0,E,1,,0,,0,0,0,0,0,P,PZ,1,0,N,N,0,0,1,,0,0,0,0,,,,,TALCOLU,N,A,N,1,0,C,D0A38BD5-DCA9-42CF-A1BD-A7128F5C2F14,2020-06-19 14:10:58,2020-06-19 14:10:57,23101502,H87,,,,,,,,,,,,,,,,
TSCATOR14V,TALADRO S/CABLE ATOR. 14V. 16 Posiciones,ATOYT,N,PZ,1,P2-ANA-01,15,0,0,E,1,2019-12-15 00:00:00,5,2019-12-30 00:00:00,0,55,409.84,235,0,P,PZ,1,0,N,N,0,0,1,,-1,-380.00000000000006,25,11035.6,,,,,TSCATOR14V,N,A,N,1,0,C,2B0E731E-5976-4967-A9E0-EF60D8D3CB99,2020-06-24 20:03:09,2020-06-19 13:47:32,23101502,H87,,,,,,,,,,,,,,,,
TSCCP18V,TALADRO SIN CABLE CON PERCUSIÓN 18V,ATOYT,N,PZ,1,P2-ANA-03,15,0,0,E,1,,0,,0,0,0,0,0,P,PZ,1,0,N,N,0,0,1,,0,0,0,0,,,,,TSCCP18V,N,A,N,1,0,C,25973500-D162-40C7-815D-815E834397E3,2020-06-19 14:09:39,2020-06-19 14:09:38,23101502,H87,,,,,,,,,,,,,,,,
TALOCHACBD,TALOCHA CON BASE ESPONJOSA DURA,CONST,N,PZ,1,P2-ANA-03,15,0,0,E,1,,0,,0,0,0,0,0,P,PZ,1,0,N,N,0,0,1,,0,0,0,0,,,,,TALOCHACBD,N,A,N,1,0,C,DBFA31FB-7858-4849-AAB2-5F8B78EAEC4F,2020-06-19 16:07:44,2020-06-19 16:07:42,27112202,H87,,,,,,,,,,,,,,,,
TUERCAHEXCL8,"TUERCA HEXAGONAL CL8 8PZ, 8,12,10,16",HERRA,N,PZ,1,P1-ANA-03,15,0,0,E,1,,0,,0,0,0,0,0,P,PZ,1,0,N,N,0,0,1,,0,0,0,0,,,,,TUERCAHEXCL8,N,A,N,1,0,C,BC706E66-E5AF-4512-9815-8B11FDC20ACF,2020-06-19 15:55:15,2020-06-19 15:55:13,31161700,H87,,,,,,,,,,,,,,,,
VENTANA1,VENTANA 110X80 ALUMINIO,PROD,N,PZ,1,P2-ANA-01,15,0,0,E,1,,0,,0,0,0,0,0,P,PZ,1,0,N,N,0,0,1,,0,0,0,0,,,,,,N,A,N,1,0,C,BA19F460-1D14-479C-8AEA-28E4B3050BEB,2020-06-19 12:40:39,,30171600,H87,,,,,,,,,,,,,,,,
VENTANA3,VENTANA 60X25 ALUMINIO,PROD,N,PZ,1,P1-ANA-03,15,0,0,E,1,,0,,0,0,0,0,0,P,PZ,1,0,N,N,0,0,1,,0,0,0,0,,,,,,N,A,N,1,0,C,047AED06-6434-4735-9AFE-45EADF41AFC9,2020-06-19 12:40:39,,30171600,H87,,,,,,,,,,,,,,,,
VENTANA2,VENTANA 85X50 ALUMINIO,PROD,N,PZ,1,P2-ANA-03,15,0,0,E,1,,0,,0,0,0,0,0,P,PZ,1,0,N,N,0,0,1,,0,0,0,0,,,,,,N,A,N,1,0,C,0FFDD9AA-E27E-4D3F-9DC9-29B04E767819,2020-06-19 12:40:39,,30171600,H87,,,,,,,,,,,,,,,,
SERV-012,FACTURACIÓN GLOBAL Y COMPROBANTES FISCAL,SERV,N,No aplica,0,"",0,0,0,P,1,,0,2020-06-30 00:00:00,0,0,0,0,0,S,No aplica,1,0,N,N,0,0,1,,6,0,0,0,,,,,,N,A,N,1,0,C,76A29B90-8971-4AC8-B6A3-565E1B98554F,2020-06-30 10:54:50,,1010101,H87,,,,,,,,,,,,,,,,
SERV-007,INSTALACION DE TALADRO DE COLUMNA,SERV,N,No aplica,0,"",0,0,0,P,1,,0,,0,0,0,0,0,S,No aplica,1,0,N,N,0,0,1,,0,0,0,0,,,,,,N,A,N,1,0,C,D2F161DE-D8E9-4E73-A59D-0EA0192B30BE,2020-06-19 17:04:07,,72121006,HUR,,,,,,,,,,,,,,,,
SERV-010,MANTENIMIENTO DE EQUIPO DE COMPUTO,SERV,N,No aplica,0,"",0,0,0,P,1,,0,,0,0,0,0,0,S,No aplica,1,0,N,N,0,0,1,,0,0,0,0,,,,,,N,A,N,1,0,C,24F8666C-10E8-4398-9D57-C435BF755E38,2020-06-19 17:04:07,,81112300,HUR,,,,,,,,,,,,,,,,
SERV-006,MANTENIMIENTO DE MAQUINARIA,SERV,N,No aplica,0,"",0,0,0,P,1,2020-04-10 00:00:00,0,,0,0,0,0,0,S,No aplica,1,0,N,N,0,0,1,,0,0,1,1425,,,,,,N,A,N,1,0,C,D6C09925-DFBC-455C-BEBA-39EA22267AE5,2020-06-19 17:04:07,,72141701,HUR,,,,,,,,,,,,,,,,
SERV-PAR,PARCIALIDADES SERVICIO,SERV,N,No aplica,0,"",0,0,0,P,1,,0,,0,0,0,0,0,S,No aplica,1,0,N,N,0,0,1,,0,0,0,0,,,,,,N,A,N,1,0,C,413986C3-A7C2-4AF9-AE65-72F49A7999F2,2020-06-19 17:04:07,,1010101,HUR,,,,,,,,,,,,,,,,
SERV-008,SERVICIO DE FLETE,SERV,N,No aplica,0,"",0,0,0,P,1,2019-12-15 00:00:00,0,,0,0,0,0,0,S,No aplica,1,0,N,N,0,0,1,,0,0,-1,0,,,,,,N,A,N,1,0,C,EACE6A28-4081-4B25-9035-C82AD1413344,2020-06-19 17:04:07,,78101800,H87,,,,,,,,,,,,,,,,
SERV-FLETE,SERVICIO PARA EL MANEJO DE FLETE,SERV,N,No aplica,0,"",0,0,0,P,1,2020-06-21 00:00:00,0,,0,0,0,0,0,S,No aplica,1,0,N,N,0,0,1,,0,0,1,5320.4,,,,,,N,A,N,1,0,C,1F0CFEED-5E0E-47E3-A53C-153C975A052F,2020-06-19 17:04:07,,78141501,HUR,,,,,,,,,,,,,,,,
SERV-005,SERVICIO POR REPARACION,SERV,N,No aplica,0,"",0,0,0,P,1,,0,,0,0,0,0,0,S,No aplica,1,0,N,N,0,0,1,,0,0,0,0,,,,,,N,A,N,1,0,C,1A0047CD-0F13-424D-A78C-FAA2C58249C1,2020-06-19 17:04:07,,72103301,HUR,,,,,,,,,,,,,,,,
SERV-ABIEN,ANTICIPO DEL BIEN O SERVICIO,SERV,N,No aplica,0,"",0,0,0,P,1,,0,2020-06-24 00:00:00,0,0,0,0,0,S,No aplica,1,0,N,N,0,0,1,,1,480.00000000000006,0,0,,,,,,N,A,N,1,0,C,73D3D684-CA49-48A9-BC87-C8C99A4D5980,2020-06-24 20:31:33,,84111506,ACT,,,,,,,,,,,,,,,,
